id,otel_id,otel_ad,yorum
1008,48,Meryan Beach Hotel Spa,"Yemekler ve icecek cesitliligi, temizlik, personel ilgisi"
1009,48,Meryan Beach Hotel Spa,- Sezlong sayisinin yetersiz olmasi ve temiz havlu ucreti - Sahilin cakil olmasi yurumek gercekten zor
1010,48,Meryan Beach Hotel Spa,Otel personelleri guler yuzlu ve soylenen istenilen birsey hemen yerine getiriliyor. Odalar gayet hijyen ve temizdi. Yiyecekler icecekler gayet iyiydi.
1011,48,Meryan Beach Hotel Spa,AquaPark Yetersiz oldugunu dusunuyorum.
1017,48,Meryan Beach Hotel Spa,Bana gore olumlu yonleri yok
1020,351,The Beachfront Hotel,"Guleryuzlu, yardimsever personel ve iyi lokasyon."
1021,249,Klas More Beach Hotel,Yemekleri guzel
1022,249,Klas More Beach Hotel,Deniz kayalik cok dalgali icilen mesrubat bardaklari cok kotu pis yemek saatinde tabaklar cok saglikli yikanmamakta
1023,143,Golden Key Bordubet,Hersey mukemmeldi. Ozellikle Kudret Bey'e ilgi ve alakasi icin cok tesekkur ederiz.
1024,49,Mirada Del Mar,"Calisan arkadaslar cok iyi cok guler yuzlu,otelin her noktasinda gunun her ani hizmet mukemmel,ortak kullanim alanlarida dahil temizlik konusunda deneyimledigim en iyi otel diyebilirim.Yemekler cok lezzetli ve ozenli,ozel temali gunler ayrica guzel.Gun icindeki etkinlikler disinda her aksam yapilan gosteriler ile harika zaman gecirdik."
1025,49,Mirada Del Mar,Tek olumsuz yonu sahili boyunca deniz cok taslik hatta kucuk kayalar diyebilirim.
1026,49,Mirada Del Mar,"Yemekleri cok iyiydi, cok memnun kaldik, personel cok guleryuzlu ve yardimseverdi."
1027,49,Mirada Del Mar,Havuzlar ve aquparki  maalesef oldukca kucuk ve yetersizdi.
1028,49,Mirada Del Mar,Yemekler cok cesitliydi. Turk yemekleri guzeldi. Et izgaralar cok iyi degildi ancak maliyetlerden dolayi normal oldugunu dusunuyorum. Sahilde yapilan gozlemeler cok iyiydi. Yapan arkadaslara teskkurler. Izledigimiz Latin dans gosterisi inanilmaz iyiydi. Aksam sahilde calinan disko muzikleri iyiydi. Uzun suredir mayis ayinda gekdigim bir otel. 10 yil icinde hizmer kalitesinde dusus olmadi. Hatta artis oldu.
1029,49,Mirada Del Mar,Genel olarak problem yoktu.
1030,49,Mirada Del Mar,Konumu yemek cesitliligi temizligi gelen bebekler icin yatak ve mama dusunulmesi ve ona gore oda ayarlanmasi
1031,49,Mirada Del Mar,Personel hareketleri adam secmesi ayrim yapmasi ilk gun carsaflarin degismemesi
1032,49,Mirada Del Mar,"Yemekler harikaydi, konumu rahat ulasilabilir bir yerdeydi. Keyifli bir tatil gecirdik. Tum calisanlari guler yuzluydu cok memnun kaldik. Tesekkur ederiz."
1033,49,Mirada Del Mar,"otel bize gore konforlu temiz  ve olumlu personel guler yuzlu caliskan isteyerek calisiyorlardi bu odemli bir durum, yemekhanede cay veren ilayda isimli personeliniz cok kibar guler yuzluydu  daha ismini bilmedigimiz bir cok personele buradan cok tesekkur ediyoruz"
1034,49,Mirada Del Mar,"Otelin konumu, odalari, temizligi ve yemek cesidi gayet iyiydi. Tatli reyonu muhtesemdi. Deniz harika, oda manzarasi cok guzeldi."
1035,49,Mirada Del Mar,Personel sayisi ozellikle servis de yetersiz
1036,49,Mirada Del Mar,"personelin titizligi icin tesekurler guzel bir tatil gecirdik kizim ,esim ve ben ozellikle yemekleriniz lezzetliydi ascilariniza cok tesekkurler"
1037,49,Mirada Del Mar,Havuz temizligine biraz daha dikkat edilebilir
1038,49,Mirada Del Mar,Her seyi ile mukemmel.
1039,49,Mirada Del Mar,Mini bar her gun doldurulabilir.
1040,49,Mirada Del Mar,OLUMSUZ YONLERI YOKKI
1041,49,Mirada Del Mar,Kullanim alanlari genis ve rahat. Yiyecek Icel kaliteli ve cesit yeterli
1042,49,Mirada Del Mar,Mini bar tek sefer dolmasi cok yanlis.
1043,49,Mirada Del Mar,"Odalar guzel, temiz. Calisanlar cok iyi gercekten. Yedigimiz her sey lezzetliydi. Ben her anlamda memnun kaldim. Otelin bahce duzenlemesine de hayran kaldim bu arada cok iyiydi. Servis cok iyiydi her anlamda. Hem mutfakta hem bar kisimlarinda hem atistirmalik aldigimiz  yerlerde. Calisanlara cokca tesekkur etmek istiyorum herbiri isini hakkiyla yapiyor"
1044,49,Mirada Del Mar,"Personel caliskanligi ve guleryuzlulugu(tum personelleriniz ve onlara bu disiplini saglayan mudurlerinizle calismaya devam edin) Dogasi ve cevre duzenlemesi Yemek kalitesi(cesit biraz azaltilip,kalite arttirilabilir) Temizlik Olumlu musteri iletisimi"
1045,49,Mirada Del Mar,Denizin kaya ve taslik olmasi
1046,49,Mirada Del Mar,Yemekler kaliteli ve lezzetli personel kibar ve guleryuzlu
1047,25,Crystal Sunset Luxury,"Tumlesik havuz, yakin yemek yerleri ve icecek yerleri bol dondurma. Hizli hizmet"
1048,25,Crystal Sunset Luxury,Park yeri olmamasi
1049,25,Crystal Sunset Luxury,Aguapark guzeldi tek sevindirici yonu oglumun eglenmesi idi.
1050,25,Crystal Sunset Luxury,Deniz sahili tasli ve tehlikeli yaralandim Havuza cocuklar pislendi kapatildi.. Yukari havuza almadilar ultumet otelde yasaklar yasaklar son gecemizde su ve icecekler koymadilar
1051,25,Crystal Sunset Luxury,Cocuklu aileler icin tercih edilmeli.
1052,25,Crystal Sunset Luxury,Hizmet kalitesi biraz daha arttirilmalidir. Otel etrafinda ve koridorlarda kokular giderilmeli
1053,25,Crystal Sunset Luxury,yemek cesitleri cok iyi surekli yemek ve icme icin biseyler bulabiliyorsunuz
1054,25,Crystal Sunset Luxury,havuzun erken kapanmasi
1055,84,Seven Seas Hotel Blue,"Karsilama, ilgi ve yonlendirmeler icin tesekkur ederim. Tesis, tesis ici havuz, deniz, snack ikramlar, barlar, loby ve ana restaurant ulasimi cok tanimli ve kolaydi. Yemekler ve icecek cesitleri fazlasiyla basariliydi. Ilk defa bir otelde kuzu tandir ve ordek deneyimledim. Plaj gayet temiz ancak deniz yapisi geregi kisa mesafede derinlesiyor. Aqua gayet basarili ve eglenceli. Odalar kullanisli ve klima sistemi ideal calisiyor. Turk kahvesinden, gozlemeye yerel ikramlar bol. Otoparki dahil gayet guvenli. Otel ziyaretci profili cocuklu aileler agirlikli. Tavsiye ederim"
1056,84,Seven Seas Hotel Blue,Otelin tek zayif noktasi animasyon ekibinin pek ortalikta gorunmemesi ve aksam amfitiyatro etkinliklerinin niteliksiz olmasi. Ilk defa bir otelde animasyondan kimseyle tanismadan tatilim sonlandi. Aksam sovlari son derece basit ve benzer ve izlenesi seyler degildi. Gunduz etkinlikleri yok denecek kadar azdi. Birde havuz ve restaurantlar icin tercih edilen muziklerin guncellenmesini tavsiye ederim. Havuzda guncel muzikler hic yokken aksam yemeginde yabanci rock muzik esliginde yemek zorunda kalabiliyorsunuz.
1057,84,Seven Seas Hotel Blue,Bize surpriz yaparak odamisi upgrade yaptilar. Herkes cok ilgili ve guleryuzlu. Dogum gunum kutlamasi pasta ve masa suslemesi icin ayrica cok tesekkurler. Temsilciniz devrim hanim da cok yardimci oldu icten tesekkurler.
1058,84,Seven Seas Hotel Blue,"Temiz, personel ilgili, guleryuzlu, cocuk bufesi ince dusunulmus, surekli dondurma ikrami olmasi, biz gelmeden once bebegimiz isin besik, banyo seti vb hazir edilmesi cok guzel."
1105,54,Raymar Resort Aqua,Yiyecek icecek lezzet ve cesitlilik yetersiz  Personel yetersizligi Barda sira beklemek  Otel dolulukta havuzda sezlog bulmak imkansizdi
1059,84,Seven Seas Hotel Blue,"Animasyonlar bizi cok eglendirmedi, gunduz havuz etkinlikleri cok eglenceli degildi ve onceden programin anons edilmesinde fayda var. Ekip bazen Turkce konusmadi, hep Ingilizce. Yemekler genelde ayniydi, mezeler ve tatlilar ozellikle. Belki ekler vb tatlilar da olabilirdi. Bir tatlidan kil cikti."
1060,84,Seven Seas Hotel Blue,Ana restauranttaki aksam yemekleri cok cesitli ve cok lezzetliydi. Deniz kenarindaki snack bar daki yiyeceklerde gercekten lezzetli ve yeterliydi. Alkol kalitesi ve kokteyl cesitliligi tatmin ediciydi. Dayanan beyin hazirladigi menude olmayan cesitli kokteylerden cok cok keyif aldik. Gittimiz tarih itibariyle havuz ve deniz bolgesinde havlu ve sezlong sorunu yasamadik. Odalar ve otel genel olarak temizdi. Mini bar hergun dolduruldu odalar hergun temizlendi. Otelin alani gercekten buyuk sadece yuruyus yapmak isterseniz bile cok guzel ve bakimli bir bahcede dolasma imkaniniz mevcut. Otel yerleskesinde hersey ayaginizin altinda ve otelin icinden direk ozel plajina ulasabilmek oldukca guzel.
1061,84,Seven Seas Hotel Blue,Plaji oldukca buyuktu ancak denizin girisinde kocaman kayalar olmasi can sikiciydi. Ana restaurantta kahvaltilar hergun asagi yukari ayniydi ozellikli sicak servis edilen urunler. Ala carte restoranlar beklentimizin biraz altinda kaldi cunku ana restoran gercekten cok iyiydi. Relax pool barin icerigini yetersiz bulduk.
1062,218,Royal Atlantis Spa Resort,Yemek ve icecek ile ilgili guzel lezzetli
1063,218,Royal Atlantis Spa Resort,Deniz icin ayrilan alan cok az
1064,218,Royal Atlantis Spa Resort,En olumlu yonu yemekleri enfes
1065,218,Royal Atlantis Spa Resort,Odalar ve balkon bi tik kucuk
1066,218,Royal Atlantis Spa Resort,"Yemekleri, havuzu, odalari ve denizi"
1067,218,Royal Atlantis Spa Resort,Yemekler cok lezzetli
1068,218,Royal Atlantis Spa Resort,"Sahil cok kisa. Insandan cok birakilip gidilmis havlu var. 6 gunde sadece 1 kez yer bulabildik. Sahil zaten kisa, otelin mutlaka bu duruma bir cozum bulmasi lazim."
1069,250,Port Side Resort Hotel,"Karsilama, oda hizmetleri cok iyi, tum calisanlar guleryuzlu, temiz, sakin ve yemekler yeterli. Deniz mukemmel"
1070,250,Port Side Resort Hotel,Canli muzik yok
1071,26,Crystal Waterworld Resort Spa,Havuzu yeterli denize sifir hijyenik ofalari temiz
1072,26,Crystal Waterworld Resort Spa,Havuz temizligi yetersiz yemekleri hep ayni ve cok kalabalikti
1073,26,Crystal Waterworld Resort Spa,Temizlik ve yemek cesitliligi
1074,26,Crystal Waterworld Resort Spa,Asiri kalabalik ve denizinin dalgali ve asiri taski olmasi
1075,26,Crystal Waterworld Resort Spa,Yiyecek icecek cesiti boldu odalar temizdi. Personeller cok iyiydi
1076,26,Crystal Waterworld Resort Spa,Denizi cok dalgaliydi ve ani derinlesiyor denize pek girilemiyor. Cok buyuk ve kalabalik oldugundan dolayi restaurantda yer bulmak ve yemek almak biraz sikintili. Havuzlar cok kalabalik oldugundan dolayi biraz pisti. Gunduz aktiviteleri yetersizdi.
1077,26,Crystal Waterworld Resort Spa,Mutfak ve genel olarak personel ler cok ilgili ve guler yuzluydu.
1078,26,Crystal Waterworld Resort Spa,Denizdeki iskele cok kotu ve bu otele yakismiyor. Otelin kalabalikligi Kayacaklardaki Bot yetersiz kaliyordu insanlar bot almak icin kavga ediyordu.
1079,50,Nirvana Mediterranean Excellence,"Deniz, yiyecek icecek kalitesi cok iyi. %95 dolulukta hic yogunluk hissedilmedi."
1080,50,Nirvana Mediterranean Excellence,"Ana restoranda izgara bolumu yetersiz kaliyor, bunu asmak icin siparisler masaya servis yapilabilir."
1081,50,Nirvana Mediterranean Excellence,Odalari cok guzel.olanaklari cok
1082,50,Nirvana Mediterranean Excellence,Plajda garson olabilirdi.sicakta bara gidip kahve almak zor oluyor
1083,50,Nirvana Mediterranean Excellence,Olumlu guler yuzlu tatlis temiz
1084,50,Nirvana Mediterranean Excellence,Aktiviteler Turklere yonelikte olmali
1085,50,Nirvana Mediterranean Excellence,"Konum olark iyi , konser ve dans gosterileri guzel , alacarte restaurantlardan gunduz yararlanmam harka ."
1086,50,Nirvana Mediterranean Excellence,Minibari kaldigim 1 hafta boyunca 2 defa neden minibarim doldurulmadi diye aramam butun arti yonlerinizi siliyor.
1087,50,Nirvana Mediterranean Excellence,Tek kelimeyse harika
1088,432,Kosa Otel Cesme,"Tesis sakin, personel oldukca ilgili. Kahvalti yeterli, merkeze yakin. Havuzu surekli temiz ve bakimli tutuyorlar. Barda calinan muzikler ortami canli tutuyor."
1089,432,Kosa Otel Cesme,Bana gore yok.
1090,251,Radisson Collection Bodrum,Dogaya zarar vermeden hem konfor hem cazibe kazandirilmis. Bunu saglayanlara minnet duyulacak bir tesis.
1091,251,Radisson Collection Bodrum,Gelen misafirlerin sahili sigara izmaritleri ile doldurmasi beni en cok rahatsiz eden konu oldu. ?????? . Insanlarimiz bu konuda hem bilincsiz hem duyarsiz. Tesisin bu yonde belki uyarilarla bunu onlemeye calismasi onerim olabilir.
1092,219,Royal Holiday Palace,Kurban bayraminda dort gece konakladik ailece. Resepsiyondaki Yunus Emre beye ilgisi ve yardimi icin cok tesekkur ediyorum oncelikle. Otelde cok guzel vakit gecirdik. Havuz ve animasyon ekibi mukemmeldi. Yeme icme de yeterliydi.
1093,219,Royal Holiday Palace,Bence sneake bar acik bufe olmali. Ve pizza da orda sunulmali.
1094,219,Royal Holiday Palace,HER SEY COK GUZELDI OTELDEN COK MEMNUN KALDIK
1095,219,Royal Holiday Palace,OLUMSUZ HERHANGI BIRSEY YOK
1096,219,Royal Holiday Palace,"satin alma personelinden tutun(bizler icin secilen hersey cok kaliteli ve guzeldi),oda temizlik personeline kadar herkes cok basarili insanlar.sahane bi tatil yasadik."
1097,219,Royal Holiday Palace,kusur bulamadik
1098,466,Zeybek Beach Hotel,"OTelin konumu, yiyeceklerin lezzeti cok iyiydi. Oda gayet buyuktu"
1099,466,Zeybek Beach Hotel,oda daha kullanisli ve modernlestirilebilir. Boylesine guzel bir konum icin bence daha kullansli ve yeni olmali
1100,466,Zeybek Beach Hotel,"Deniz harika, 10 adimda denizdesiniz"
1101,466,Zeybek Beach Hotel,"Yemekler kotu, oda konforu orta seviyelerde, eski bir otel"
1102,54,Raymar Resort Aqua,"Aqua harika, mini club/disco harika, animasyon ekibi cok iyi"
1103,54,Raymar Resort Aqua,"Otel eskimis, yemekler surekli ayni ve pek iyi degil. Oda temizligi, mini bar yenilemesi zayif"
1104,54,Raymar Resort Aqua,Oda genis ve temizlik iyiydi
1106,54,Raymar Resort Aqua,"Kaliteli aquapark, basarili animasyon ekibi, guzel bir deniz ve kumsal"
1107,54,Raymar Resort Aqua,Restoran alani yetersiz ve ozellikle kirmizi etli yemekler sayisi azdi
1108,54,Raymar Resort Aqua,animasyon ekibi harika. yiyecek icecek cesidi ve kalitesi harika.
1109,54,Raymar Resort Aqua,resepsiyon personeli alakasiz. spa personeli gergin.
1110,54,Raymar Resort Aqua,Yemegi guzeldi.
1111,54,Raymar Resort Aqua,"Eglencesinin olmamasi, animasyon ekibi."
1112,54,Raymar Resort Aqua,"Yemek bolumunde ascilar,garsonlar ve sorumlu sef veya mudurler cok ilgili. Animatorler ( ozellikle Buse hanim ck guleryuzlu) cok iyi ellerinden gelenin fazlasini yapmaya calisiyorlar. Etkinlikler gelistirilmeli ama geneli iyi."
1113,54,Raymar Resort Aqua,"Havuzlar cok pis ,dipleri kum dolu. Cankurtaranlar ilgisiz ve lakayit. Odalarda meydana gelen arizalara mudahalede orunlar var cozum yok. Resepsiyon gorevlileri yetersiz ve yabancilara oncelik veriyorlar. Meyve suyu makinalari cogu zaman  bos  5 yildizli ve ultra hersey dahil konsepte bu kabul edilemez."
1114,54,Raymar Resort Aqua,odalarin temiz ve ferah olmasi denize sifir olmasi ve aquaparkin olmasi
1115,54,Raymar Resort Aqua,yemekleri iyi degildi.
1116,54,Raymar Resort Aqua,"Personel Yardimci, Yemekler Idare Eder, Aqua Cok Iyi"
1117,54,Raymar Resort Aqua,"Bayram Nedeniyle Yogunluk, Daha Fazla Etkinlik Olabilir"
1118,54,Raymar Resort Aqua,Odamiz genis idi. Yemekler lezzetli ama cesit az.
1119,54,Raymar Resort Aqua,Organizasyon hatasi var. Odalar temizleniyor ama 4 kisilik odaya 3 havlu birakiliyor.  Yemekler bittiginde yenisi gelmiyor. Kahve makinasi bar arkasinda ve kahve almak icin bile sira bekleniyor.  Dondurma gunde sadece 1 saat dagitiliyor. O da 2 cesit. Buzparmak ve Combo.  Aksam eglence yok denilecek kadar az.  Sahil ve sahil bar birbirinden cok uzak.  Aquaparkta en eglenceli olan Kazan hep kapaliydi.  Ucretli masaj icin cok israr ediliyor.
1120,86,Side Star Beach,"Personelin guleryuzu, temizlik, yiyecekler, odalar mukemmeldi; ve ben buyuk oglum ve esimle kalacagimi iletmistim cok guzel bir oda ayarlamislar ayrica tesekkur ederim"
1121,86,Side Star Beach,"personelinden imkanlarina kadar tesis tek kelimeyle harikaydi. ozellikle; basta; seher hanim, ahmet bey, huseyin bey, cemile hanim, berna hanim, mustafa bey olmak uzere ismini sayamadigim butun personele ne kadar tesekkur etsem azdir. her sey icin tesekkurler."
1122,86,Side Star Beach,"Personelin tamami yuler yuzlu ve gayet icten hizmet ediyor. Her yer tertemiz, yemekleri gayet lezzetli. Misafir kalitesi de duzgun olunca, huzurlu  bir tatil icin en ideal yer..."
1123,86,Side Star Beach,Personel cok guler yuzlu ve ilgiliydi
1124,86,Side Star Beach,"Cift olarak gittik iki tane tek kisilik yatak birlestirilmisti, sorun etmedik ama yataklar sabitlenmemisti ve oturup kalkarken bile ayriliyordu ve 2tane tek kisilik yorgan vardi. 2.gun ilettik ve duzelttiler."
1125,468,Atalla Otel,lokasyon merkeze konumu cok iyi
1126,468,Atalla Otel,Hijyene temizlige dikkat edilmesi
1127,89,Best Western Plus Konak,"Temiz, iyi personel."
1128,89,Best Western Plus Konak,"Tv kanallari, yastiklar cok kotu."
1129,89,Best Western Plus Konak,Odalar konforlu ve guzeldi. Yataklar cok rahat ve buyuktu keyifle konakladik
1130,55,Riolavitas Resort Spa,"lezzetli yemekler, animasyon ekibi"
1131,55,Riolavitas Resort Spa,"Oda temizligi yapilmadi, ilgisiz personel"
1132,55,Riolavitas Resort Spa,"Oteldeki calisanlar superdi. Ozellikle Barmen Cem , Haluk , garsonlarda mevlut  ,Golf arabasini suren Huseyin abi , Kat Gorevlisi Ezel Hanim  , calisanlarin hepsi guleryuzlu ve sevimli insanlardi. oda temizligi yiyecekler hepsi iyiydi."
1133,55,Riolavitas Resort Spa,"Icecek kalitesi , odalarin genisligi, otel olanaklari guzel"
1134,55,Riolavitas Resort Spa,Kirmizi et konusunda yetersiz
1135,55,Riolavitas Resort Spa,Havuzu guzeldi
1136,55,Riolavitas Resort Spa,Havuz harici geri kalan herseyi vasat. birdaha tercih edecegim bir yer kesinlikle olamaz..
1137,55,Riolavitas Resort Spa,oda temizligi yok yaptiramadik en son tatil sepetini aradik o sekilde 1 kere gelip temizlediler gunluk odaya girip su ve icecek verip cikmislar durumdan otel yetkililerinin ve tatil sepetininde haberi var. 3 sene once cok iyiydi bu senede gittik ama temizlik cok kkotu ayrica bardaki personeller surekli birbirleriyle tartisma halindeler. yonetim bu eksiklere onlem almazsa cok musteri kaybederler....
1138,254,Side Sunport Hotel Spa (Ex. Side Sungate),Aslinda giderken korkuyordum ne cikacak diye ama mukemmel otesi bir tatil yasadim??
1139,254,Side Sunport Hotel Spa (Ex. Side Sungate),Olumsuz yonu otelde Turk turist yok denecek kadar az. Her seyin Almanca olmasi sartlardan kaynaklaniyor ama kendi ulkemde multeci gibi hissettim. Bu da otelden degil ulkenin sartlarindan kaynakli
1140,220,Royal Seginus Hotel,"Mehtap Gumus, ismini yanlis hatiralmiyorsam. Hotelde odamizi degistirdi guzel bi aile odasi aldik. Cok ilgilendi bizimle."
1141,220,Royal Seginus Hotel,"Tatli bølumunde daha usta biri bakabilir. Tatlilar hem cesit azdi, hemde tat yoktu. Ilk defa bi hotelde tatlilari yiyemedik"
1142,220,Royal Seginus Hotel,Guleryuzlu ve Hizmet odakli personeli cok iyiydi. Otel odalarinda misafirlerin rahatligi icin en ince ayrintisina kadar dusunulmus ve tasarlanmis.
1143,220,Royal Seginus Hotel,Mini bar giriste birdefa dolduruluyor. Iceceklerin SKT leri gecmis veya gecmek uzereydi. Dikkat edilmelidir.
1144,220,Royal Seginus Hotel,Yeme-icme son derece lezzetliydi.
1145,220,Royal Seginus Hotel,Erkek gruplari ailelerin huzurunu kaciriyor.
1146,220,Royal Seginus Hotel,Mukemmeldi. Kesinlikle tavsiye ediyorum. Otel ve hizmet hakkinda hic tereddutunuz olmasinz
1147,179,Vonresort Golden Beach,pavillonlari pahali ama ayni.Plaji denizi kalabalik ama guzel.Personel kapasitenin ustunde misafir olmasina karsi cok saygili ve  hizmet etmeye istekli.
1148,179,Vonresort Golden Beach,resepsiyonda lobi barda bir garson saygisiz bir sekilde misafirlere aldiris etmeden diger personlelleri asagiliyor.kalabalik kapasite ustunde misafir .Denize yurumek uzun baska otellerden geciyorsun
1149,179,Vonresort Golden Beach,Cocuklu ailelerin rahat edebilecegi bir yer. Agaclarin icinde otel icerisinde cok fazla alan mevcut. En iyi yani otelin temiz olmasi ve yemeklerinin lezzeti cok iyiydi sadece tatli kisminda cesit cok ama lezzetli degillerdi
1150,179,Vonresort Golden Beach,Tatli cesitleri yeterli fakat lezzet olarak com iyi degildi
1151,179,Vonresort Golden Beach,Ben bir hafta konakladim. Iyi yonleri personelleri cok samimi guler yuzlu ve herhangi bir problemde hemen yardimci oluyorlardi. Odanin temizligini havlu degisimini mini bar takviyesini gunluk her gun yaptilar. Havuzlari temiz ve yeterli buyuklukteydi. Animasyon ekibi bence cok ilgili ve basarili etkinlikler yaptilar. Otelden birkac sey disinda memnun kaldim.
1152,179,Vonresort Golden Beach,Olumsuz yonlerine gelecek olursam yemeklerinin lezzeti daha iyi olabilirdi. Asiri kalabalik oldugu icin yemekhane de yer problemi vardi. Yemekler cesit olarak cok gozukse de tatlari pek guzel degildi. Isin dogrusu 3.gunden sonra pek istah acici gelmiyordu bence yemek konusunu ele almalari gerekiyor. Sahili de asiri kalabalikti ben bayram sezonunda konakladim. Belki de o hafta oyleydi ancak sahilinde pek zevk almadim. Herkese iyi tatiller
1153,179,Vonresort Golden Beach,Konum rahat ulasabilir  Deniz havuz yeme icme kalitesi iyi odalar eski ama klima dus tuvalet kisimlari sorunsuz
1154,179,Vonresort Golden Beach,Sokak kedilerine biraz daha onlem alinmali sayilari cok ve yemek yerlerinde cok fazlalar. Hastalikli olanlari da var onun disinda olumsuzluk gormedim
1155,90,Club Hotel Rama,3 kadin 1 cocuk ilk deniz tatilimizdi. Ailemde ben de cok keyif aldik. Havaalanina ulasimi kolaydi. Yemekleri bence  harikaydi. Calisanlarda guleryuzlu ve yardimseverdi. Turan Bey e ve ekibine cok tesekkur ederiz.
1156,90,Club Hotel Rama,Biz 3 kisi tek odada kaldik cocukla beraber. Bir tik oda kucuktu ama zaten sabah cikip  aksam gittigimiz icin sorun olmadi. Ek olarak deniz ayakkabisi mutlaka almalisiniz
1157,90,Club Hotel Rama,Fiyat - performans... Yemekler harika kilo aldik.. Hizmeti gecenlere tesekkur ederiz
1158,90,Club Hotel Rama,Otopark problemi
1159,90,Club Hotel Rama,"Yiyecek bir icecekler cok yeterliydi gayet taze ve lezzetliydi ,gun icinde ve aksam calinan muzikler cok kaliteli ve volumu cok iyi ayarlanmisti,personel cok ilgili ve guler yuzluydu,yeterli sayida sezlong ve semsiye mevcuttu."
1160,90,Club Hotel Rama,Odanin giris kapisinin ve balkon kapisinin  sifir kapanmamasindan dolayi bir sikinti vardi .Onun disinda olumsuz bir sey yasamadim.
1161,90,Club Hotel Rama,"Temiz, yemekler lezzetli, personel guler yuzlu ozellikle guvenlik hanimefendi daha otele girmeden pozitif enerjisiyle insani guvende hissettiriyor"
1162,90,Club Hotel Rama,"Wi-Fi Turk kahvesi vs ucretli olmasi, havuzun kucuk denizin cakilli olmasi, tatli menusunun kotu olmasi"
1163,90,Club Hotel Rama,Otel personeli size yardimci olmak icin ellerinden geleni yapiyorlar.tam bir fiyat performans oteli.
1164,90,Club Hotel Rama,Wi-fi sifresinin ucretli olmasi.personelin yetersiz olmasi.
1165,56,Rizom Beach Hotel Kumluca,"Odalarin konforu iyiydi,her gun temizlendi.Yemeklerin cesidi ve lezzeti guzeldi.Dondurmanin surekli olmasi da guzeldi.Animasyon ekibine ayrica tesekkur ediyorum cocuklar iyi eglendiler her gun etkinlik olmasi da guzeldi.Personel guler yuzlu ve ilgiliydi."
1166,56,Rizom Beach Hotel Kumluca,Kaydirak belli saatlerde aktif surekli acik olmali.Tvde bazi kanallar eksik ozellikle tv8 olmali.Havuzlara bone ile girilmeli.Deniz cok dalgali.
1167,56,Rizom Beach Hotel Kumluca,Fiyat/ performans yuksek. Konumu iyi. Temizlik iyi. Odalar ferah
1168,56,Rizom Beach Hotel Kumluca,"Ana yemekleri zayif, cesitlilik az Personel yeterli bilgisi yok. Sordugumuz sorularin cevabini almakta zorlandik. Plaj dalgali  Gunduz yuksek sesli muzik var."
1169,56,Rizom Beach Hotel Kumluca,Otel yemekleri guzeldi fakat balayi cifti olmamiza ragmen hic bir arti yani yoktu
1170,56,Rizom Beach Hotel Kumluca,Oda temizligi sifir . odayi temizlemesi icin oda temizligi cagiriyorsunuz nevresimi ters cevirip odada hic birsey yapmadan geri donuyor hijyen konusunda begenmedim
1171,56,Rizom Beach Hotel Kumluca,DENIZ GUZEL FAKAT DALGALI ODA TEMIZLIGI IYI YEMEKLER GUZEL PERSONELLER ILGILI
1172,56,Rizom Beach Hotel Kumluca,KARMA HAVUZ KUCUK VE KIRLI  DIS MEKANLARDA SAAT VE SICAKLIK OLCER YOK (HAVUZLAR DAHIL)
1173,56,Rizom Beach Hotel Kumluca,Fiyat olarak uygun
1174,56,Rizom Beach Hotel Kumluca,Yemek cesidi az
1175,255,The Raga Side Hotel,Karsilama ve oda hizmetleri gayet iyi. Bilgilendirme yeterli. Temizlik hizmetleri guzel. Gece eglenceleri ve gunduz aktiviteleri yeterli ve guzel. Personel cok ilgili ve alakali. Odalari konforlu ve rahat. Plaji ve havuzu misafir kapasitesini karsilamaya yeterli. Animasyon ekibi eglenceli sicak ve samimi. Restorani temiz gosterisli ve rahat. Ozellikle otelin her bolumunde ve her saatinde diledigin yiyecek yada icecegi masana siparis edebilme ozgurlugu saglayan The Raga Side uygulamasi bugune kadar gordugum ve deneyimledigim en muhtesem fikirdi. Hersey icin tesekkurler.
1176,255,The Raga Side Hotel,Plaj ve deniz temizligi icin bir gorevli personeliniz olmali ve kum ve suyun icinde belirgin sekilde gorunen cisimleri temizlemeli. Restoranda daha basit dusunerek yemek cesitliligi artirilmali. Yemek hijyeni noktasinda daha hassas olunmali. Makyaj aynasinin ustunde aydinlatma isiginin olmayisi bayanlar icin onemli bir eksiklik hissettiriyor. Gardrop yeterli degildi. Dusakabin biraz kucuktu.
1177,255,The Raga Side Hotel,Tum ogunlerin A la Carte olarak servis edilmesi ve dunya mutfagindan farkli lezzetler deneme imkani.
1178,255,The Raga Side Hotel,Dalgali ve sicak bir denizi olmasi.
1179,255,The Raga Side Hotel,Alacarta restoran teknolojik siparis mevcuttu
1180,100,Lonicera World Hotel,"Denizin guzelligi,personellerin ilgi ve alakasi,"
1181,100,Lonicera World Hotel,"Havuzlari hic temizlenrken gormedim kucuk cocugum enfeksiyon kapti, yiyecek ve icecek kalitesi cok dusuktu.Amimasyonda yok denecek kadar azdi,cok kalabalikti ama bu kalabaliga karsin ortak kullanim alanlari temizdi."
1182,100,Lonicera World Hotel,"Ozellikle yemekleri 10 numara,lezzetli temiz kokusuz cok fazla cesit var,havuzu denizide superdi,bu otele daha oncede 2-3 kez geldim hep guzeldi"
