otel_ad,fiyat,SVR Predicted Price,RF Predicted Price,SVR Price Difference,RF Price Difference,SVR Fair Price Percentage,RF Fair Price Percentage,SVR Fair Price Range,RF Fair Price Range
Lulja Alaçatı,12400.0,11989.0,10883.4,411.0,1516.6000000000004,3.31,12.23,Fair,Overpriced
Luna Begonvil Taş Evler,21968.3,12421.7,23926.2,9546.599999999999,-1957.9000000000015,43.46,8.91,Significantly Overpriced,Slight Overpriced
Selge Beach Resort Spa,14101.6,13829.0,18020.3,272.60000000000036,-3918.699999999999,1.93,27.79,Fair,Significantly Overpriced
Flamingo Residence,13454.8,7670.0,11860.3,5784.799999999999,1594.5,42.99,11.85,Significantly Overpriced,Overpriced
Atrium Hotel Bodrum,8251.6,11280.2,9865.7,-3028.6000000000004,-1614.1000000000004,36.7,19.56,Significantly Overpriced,Overpriced
Adrasan Eliz Apart Bungalow,14000.0,8900.5,12012.5,5099.5,1987.5,36.43,14.2,Significantly Overpriced,Overpriced
Mysea Hotels İncekum,13500.0,13668.3,13601.6,-168.29999999999927,-101.60000000000036,1.25,0.75,Fair,Fair
The Nowness Hotel,10900.0,13197.6,21642.0,-2297.6000000000004,-10742.0,21.08,98.55,Significantly Overpriced,Significantly Overpriced
Adenya Hotel Resort,31860.0,14371.1,26832.8,17488.9,5027.200000000001,54.89,15.78,Significantly Overpriced,Overpriced
Aska Just İn Beach,18270.0,13956.3,17782.5,4313.700000000001,487.5,23.61,2.67,Significantly Overpriced,Fair
Golden World Suite Hotel,8976.0,8041.5,10117.9,934.5,-1141.8999999999996,10.41,12.72,Overpriced,Overpriced
Afflon Hotels Loft City,6953.9,8635.2,7253.9,-1681.300000000001,-300.0,24.18,4.31,Significantly Overpriced,Fair
Aurasia Sea Side,4590.0,12927.8,6975.1,-8337.8,-2385.1000000000004,181.65,51.96,Significantly Overpriced,Significantly Overpriced
Club Familia Hotel,15592.0,12825.6,14011.8,2766.3999999999996,1580.2000000000007,17.74,10.13,Overpriced,Overpriced
Pırıl Hotel Thermal Beauty Spa,11115.0,14203.0,13522.1,-3088.0,-2407.1000000000004,27.78,21.66,Significantly Overpriced,Significantly Overpriced
Serenis Hotel,18901.1,11760.1,17870.3,7140.999999999998,1030.7999999999993,37.78,5.45,Significantly Overpriced,Slight Overpriced
D Maris Bay,85648.6,18067.4,35362.0,67581.20000000001,50286.600000000006,78.91,58.71,Significantly Overpriced,Significantly Overpriced
"Reges, A Luxury Collection Resort Spa",55250.0,11000.1,16054.6,44249.9,39195.4,80.09,70.94,Significantly Overpriced,Significantly Overpriced
Vonresort Golden Coast,30400.0,17280.7,26901.3,13119.3,3498.7000000000007,43.16,11.51,Significantly Overpriced,Overpriced
Sayanora Hotel,11520.0,12164.7,10015.9,-644.7000000000007,1504.1000000000004,5.6,13.06,Slight Overpriced,Overpriced
Pineta Club Hotel,14070.0,11839.6,11605.4,2230.3999999999996,2464.6000000000004,15.85,17.52,Overpriced,Overpriced
Barışcan Hotel,6256.8,12514.7,8153.3,-6257.900000000001,-1896.5,100.02,30.31,Significantly Overpriced,Significantly Overpriced
Blanca Hotel,14571.4,11833.9,13013.5,2737.5,1557.8999999999996,18.79,10.69,Overpriced,Overpriced
Alasonya Otel Alaçatı By Lamira,6800.0,12411.7,7662.0,-5611.700000000001,-862.0,82.53,12.68,Significantly Overpriced,Overpriced
Bilem Hotel Beach Spa,11887.8,13302.5,14776.9,-1414.7000000000007,-2889.1000000000004,11.9,24.3,Overpriced,Significantly Overpriced
Serenity Queen Hotel,20160.0,16006.3,26057.0,4153.700000000001,-5897.0,20.6,29.25,Significantly Overpriced,Significantly Overpriced
Türkmen Boutique Bungalow Apart,5120.0,12266.5,8822.9,-7146.5,-3702.8999999999996,139.58,72.32,Significantly Overpriced,Significantly Overpriced
Maxwell Holiday Marmaris,5335.2,11333.7,7151.3,-5998.500000000001,-1816.1000000000004,112.43,34.04,Significantly Overpriced,Significantly Overpriced
Cihantürk Hotel,10413.0,12053.8,11366.6,-1640.7999999999993,-953.6000000000004,15.76,9.16,Overpriced,Slight Overpriced
Vista Villas,9732.8,11421.2,10276.4,-1688.4000000000015,-543.6000000000004,17.35,5.59,Overpriced,Slight Overpriced
Vita Bella Hotel Resort Spa,13799.9,13068.5,20599.6,731.3999999999996,-6799.699999999999,5.3,49.27,Slight Overpriced,Significantly Overpriced
Ekici Hotel,8541.0,13100.9,10001.0,-4559.9,-1460.0,53.39,17.09,Significantly Overpriced,Overpriced
Blue Fish Hotel,15300.0,13895.2,18286.4,1404.7999999999993,-2986.4000000000015,9.18,19.52,Slight Overpriced,Overpriced
Cettia Beach Resort +16,12960.0,11000.1,16054.6,1959.8999999999996,-3094.6000000000004,15.12,23.88,Overpriced,Significantly Overpriced
Antalya Madi Hotel,4340.0,7793.7,5531.1,-3453.7,-1191.1000000000004,79.58,27.44,Significantly Overpriced,Significantly Overpriced
Seaden Corolla Hotel Side,9720.0,14253.4,22789.0,-4533.4,-13069.0,46.64,134.45,Significantly Overpriced,Significantly Overpriced
Seven Seas Hotel Life,33267.6,14886.2,29640.5,18381.399999999998,3627.0999999999985,55.25,10.9,Significantly Overpriced,Overpriced
Asfiya Loft Apartments,10010.8,11148.3,11055.2,-1137.5,-1044.4000000000015,11.36,10.43,Overpriced,Overpriced
Arya Apart,6256.8,8517.3,7190.6,-2260.499999999999,-933.8000000000002,36.13,14.92,Significantly Overpriced,Overpriced
İrem Garden Hotel,6264.0,10700.2,7542.4,-4436.200000000001,-1278.3999999999996,70.82,20.41,Significantly Overpriced,Significantly Overpriced
Alanya Sunset Hotels,8178.8,10462.9,8759.6,-2284.0999999999995,-580.8000000000002,27.93,7.1,Significantly Overpriced,Slight Overpriced
Bahçe Apart,9411.7,9248.0,12479.6,163.70000000000073,-3067.8999999999996,1.74,32.6,Fair,Significantly Overpriced
Golden Orange Hotel,13768.8,9536.6,12426.1,4232.199999999999,1342.699999999999,30.74,9.75,Significantly Overpriced,Slight Overpriced
Seher Kumköy Star Resort Spa,19125.0,14728.3,22896.1,4396.700000000001,-3771.0999999999985,22.99,19.72,Significantly Overpriced,Overpriced
Elista Boutique Hotel Spa,8967.2,12558.3,23454.5,-3591.0999999999985,-14487.3,40.05,161.56,Significantly Overpriced,Significantly Overpriced
Bella Rose Apart Hotel,5453.5,9637.2,6553.9,-4183.700000000001,-1100.3999999999996,76.72,20.18,Significantly Overpriced,Significantly Overpriced
Side Star Elegance,7200.0,16823.5,11653.5,-9623.5,-4453.5,133.66,61.85,Significantly Overpriced,Significantly Overpriced
Eldar Resort Hotel,12417.6,11610.9,13619.3,806.7000000000007,-1201.699999999999,6.5,9.68,Slight Overpriced,Slight Overpriced
Charm Beach Hotel,18992.4,14010.6,17857.7,4981.800000000001,1134.7000000000007,26.23,5.97,Significantly Overpriced,Slight Overpriced
Moda Beach Boutique Hotel,7616.0,12171.2,8150.9,-4555.200000000001,-534.8999999999996,59.81,7.02,Significantly Overpriced,Slight Overpriced
Theluna Suite Hotel,11669.8,11594.9,11983.5,74.89999999999964,-313.7000000000007,0.64,2.69,Fair,Fair
Volley Hotel İzmir,9000.0,10207.4,9508.0,-1207.3999999999996,-508.0,13.42,5.64,Overpriced,Slight Overpriced
Çeşme Kanuni Kervansaray Hotel,6800.0,11517.8,7260.8,-4717.799999999999,-460.8000000000002,69.38,6.78,Significantly Overpriced,Slight Overpriced
Sisus Marina Hotel,10226.4,9812.5,12324.0,413.89999999999964,-2097.6000000000004,4.05,20.51,Fair,Significantly Overpriced
Blue Eden Hotel,6000.0,10671.8,9060.0,-4671.799999999999,-3060.0,77.86,51.0,Significantly Overpriced,Significantly Overpriced
Blue Waters Club,29250.0,14865.3,19612.2,14384.7,9637.8,49.18,32.95,Significantly Overpriced,Significantly Overpriced
Delfi Hotel Spa Wellness,10000.0,11934.8,10012.7,-1934.7999999999993,-12.700000000000728,19.35,0.13,Overpriced,Fair
Sky Business Hotel,29250.0,11933.4,10606.8,17316.6,18643.2,59.2,63.74,Significantly Overpriced,Significantly Overpriced
Crystal Land Of Paradise,18720.0,12519.6,16843.1,6200.4,1876.9000000000015,33.12,10.03,Significantly Overpriced,Overpriced
Grand Bahama Beach Hotel,9840.0,10499.7,9411.4,-659.7000000000007,428.60000000000036,6.7,4.36,Slight Overpriced,Fair
Taç Premier Hotel Spa,11545.5,13437.2,14585.4,-1891.7000000000007,-3039.8999999999996,16.38,26.33,Overpriced,Significantly Overpriced
Club Dedeman Bodrum,5610.0,9125.6,9442.2,-3515.6000000000004,-3832.2000000000007,62.67,68.31,Significantly Overpriced,Significantly Overpriced
Club Hotel Sera,26600.0,13505.7,25179.6,13094.3,1420.4000000000015,49.23,5.34,Significantly Overpriced,Slight Overpriced
Erya Homes,4500.0,10475.3,10540.0,-5975.299999999999,-6040.0,132.78,134.22,Significantly Overpriced,Significantly Overpriced
Monottoman Otel,13120.0,9218.9,12521.0,3901.1000000000004,599.0,29.73,4.57,Significantly Overpriced,Fair
Enoya Suites Ilıca,6000.0,10355.6,13058.1,-4355.6,-7058.1,72.59,117.64,Significantly Overpriced,Significantly Overpriced
Çiçek Apart Otel,5980.0,10929.4,7912.5,-4949.4,-1932.5,82.77,32.32,Significantly Overpriced,Significantly Overpriced
Göncü Apart Otel,7200.0,11520.3,8544.9,-4320.299999999999,-1344.8999999999996,60.0,18.68,Significantly Overpriced,Overpriced
Finike Apart,9744.0,12487.3,11084.6,-2743.2999999999993,-1340.6000000000004,28.15,13.76,Significantly Overpriced,Overpriced
Gündüzler Deluxe Hotel,5601.6,10753.8,7315.2,-5152.199999999999,-1713.5999999999995,91.98,30.59,Significantly Overpriced,Significantly Overpriced
Hanbaba Otel,6000.0,9154.7,7804.8,-3154.7000000000007,-1804.8000000000002,52.58,30.08,Significantly Overpriced,Significantly Overpriced
Hayal Fener,6952.0,8905.0,7232.0,-1953.0,-280.0,28.09,4.03,Significantly Overpriced,Fair
Greenport Hotel,5600.0,12276.8,9068.4,-6676.799999999999,-3468.3999999999996,119.23,61.94,Significantly Overpriced,Significantly Overpriced
Trendy Side Beach,11000.0,13810.0,15592.0,-2810.0,-4592.0,25.55,41.75,Significantly Overpriced,Significantly Overpriced
Dosi Hotel,12600.0,10679.9,11298.5,1920.1000000000004,1301.5,15.24,10.33,Overpriced,Overpriced
Liman Pansiyon,14000.0,11000.1,16054.6,2999.8999999999996,-2054.6000000000004,21.43,14.68,Significantly Overpriced,Overpriced
Hotel Turan Prince,23904.0,17395.6,22981.7,6508.4000000000015,922.2999999999993,27.23,3.86,Significantly Overpriced,Fair
Lara Marine Homes,15989.6,11129.3,13920.5,4860.300000000001,2069.1000000000004,30.4,12.94,Significantly Overpriced,Overpriced
Sueno Hotels Deluxe Belek,27000.0,16251.1,26662.3,10748.9,337.7000000000007,39.81,1.25,Significantly Overpriced,Fair
Çamyuva Beach Hotel,12000.0,13255.0,12653.0,-1255.0,-653.0,10.46,5.44,Overpriced,Slight Overpriced
Kemer Residence,15294.4,11113.4,12276.8,4181.0,3017.6000000000004,27.34,19.73,Significantly Overpriced,Overpriced
İbis İzmir Alsancak,12737.8,12024.7,12423.6,713.0999999999985,314.1999999999989,5.6,2.47,Slight Overpriced,Fair
Hotel Golden Sun,16008.0,11725.1,15188.2,4282.9,819.7999999999993,26.75,5.12,Significantly Overpriced,Slight Overpriced
House Of Marmaris,8453.6,9791.3,11011.5,-1337.699999999999,-2557.8999999999996,15.82,30.26,Overpriced,Significantly Overpriced
Kocaman Hotel,4572.0,8015.2,5909.6,-3443.2,-1337.6000000000004,75.31,29.26,Significantly Overpriced,Significantly Overpriced
Tu Casa Gelidonya Hotel,11588.8,12941.3,12373.8,-1352.5,-785.0,11.67,6.77,Overpriced,Slight Overpriced
Dionisus Hotel Belek Spa,6000.0,8857.2,10523.6,-2857.2000000000007,-4523.6,47.62,75.39,Significantly Overpriced,Significantly Overpriced
Kristal Beach Hotel,6960.0,10973.9,8347.7,-4013.8999999999996,-1387.7000000000007,57.67,19.94,Significantly Overpriced,Overpriced
Maison 48 Apart,6234.0,10114.8,7863.9,-3880.7999999999993,-1629.8999999999996,62.25,26.15,Significantly Overpriced,Significantly Overpriced
İncekum Beach Resort,34228.0,14835.4,30404.8,19392.6,3823.2000000000007,56.66,11.17,Significantly Overpriced,Overpriced
Güvenpark Residence Hotel,11200.0,8944.5,12193.4,2255.5,-993.3999999999996,20.14,8.87,Significantly Overpriced,Slight Overpriced
Trendy Aspendos Beach,28050.0,15447.1,26889.1,12602.9,1160.9000000000015,44.93,4.14,Significantly Overpriced,Fair
Sunis Kumköy Beach Resort,50400.0,15185.2,23556.7,35214.8,26843.3,69.87,53.26,Significantly Overpriced,Significantly Overpriced
Mavi Köşk Apart Sığacık,22000.0,10475.3,10540.0,11524.7,11460.0,52.39,52.09,Significantly Overpriced,Significantly Overpriced
Lavin Garden Hotel,6000.0,9378.2,8001.5,-3378.2000000000007,-2001.5,56.3,33.36,Significantly Overpriced,Significantly Overpriced
Nirvana Apart Hotel,14599.2,9052.2,14315.6,5547.0,283.60000000000036,38.0,1.94,Significantly Overpriced,Fair
New Safir Apart Hotel,9040.2,9040.3,8622.5,-0.09999999999854481,417.7000000000007,0.0,4.62,Fair,Fair
Gvar Apart Hotel,3754.0,8890.1,5835.4,-5136.1,-2081.3999999999996,136.82,55.44,Significantly Overpriced,Significantly Overpriced
Leslion Luxury Hotel,8318.1,8719.6,8703.9,-401.5,-385.7999999999993,4.83,4.64,Fair,Fair
Patara Evleri,10428.0,8811.9,11047.1,1616.1000000000004,-619.1000000000004,15.5,5.94,Overpriced,Slight Overpriced
Avena Resort Spa Hotel,12467.8,13994.2,11633.9,-1526.4000000000015,833.8999999999996,12.24,6.69,Overpriced,Slight Overpriced
Doubletree By Hilton Alsancak,16200.0,9126.7,14074.2,7073.299999999999,2125.7999999999993,43.66,13.12,Significantly Overpriced,Overpriced
Modern Saraylar Halal Hotel Spa,15120.0,9952.4,15768.3,5167.6,-648.2999999999993,34.18,4.29,Significantly Overpriced,Fair
Riva Hotel Alsancak,16297.2,10315.2,13772.3,5982.0,2524.9000000000015,36.71,15.49,Significantly Overpriced,Overpriced
Ritim Apart Otel,9009.7,10032.3,9082.1,-1022.5999999999985,-72.39999999999964,11.35,0.8,Overpriced,Fair
Hakan Otel Bodrum,5466.8,12280.4,8016.0,-6813.599999999999,-2549.2,124.64,46.63,Significantly Overpriced,Significantly Overpriced
Doubletree By Hilton Hotel İzmir Airport,16800.0,12010.9,14512.4,4789.1,2287.6000000000004,28.51,13.62,Significantly Overpriced,Overpriced
Olympos Village Reluxury Hotel,10846.0,8963.7,10286.7,1882.2999999999993,559.2999999999993,17.35,5.16,Overpriced,Slight Overpriced
Blue Wave Suite Hotel,8160.0,12699.6,11005.7,-4539.6,-2845.7000000000007,55.63,34.87,Significantly Overpriced,Significantly Overpriced
Dragut Point South Hotel,8860.8,12616.3,9313.6,-3755.5,-452.8000000000011,42.38,5.11,Significantly Overpriced,Slight Overpriced
Akra Hotel,22078.9,13081.7,22632.4,8997.2,-553.5,40.75,2.51,Significantly Overpriced,Fair
Rodinn Park Hotel,6120.0,11137.2,11135.6,-5017.200000000001,-5015.6,81.98,81.95,Significantly Overpriced,Significantly Overpriced
Saphir Hotel,23400.0,14709.6,25952.7,8690.4,-2552.7000000000007,37.14,10.91,Significantly Overpriced,Overpriced
Helios Hotel,19000.0,9744.1,15270.8,9255.9,3729.2000000000007,48.72,19.63,Significantly Overpriced,Overpriced
Mira Otel Alsancak,10347.5,11405.1,10495.8,-1057.6000000000004,-148.29999999999927,10.22,1.43,Overpriced,Fair
Elips Royal Hotel,8759.5,11341.7,9627.6,-2582.2000000000007,-868.1000000000004,29.48,9.91,Significantly Overpriced,Slight Overpriced
Mene City Hotel,17240.9,7807.0,8322.6,9433.900000000001,8918.300000000001,54.72,51.73,Significantly Overpriced,Significantly Overpriced
Sirena Apart Spa,8244.3,10475.3,10540.0,-2231.0,-2295.7000000000007,27.06,27.85,Significantly Overpriced,Significantly Overpriced
Sardunya Apart,6400.0,9866.5,7980.7,-3466.5,-1580.6999999999998,54.16,24.7,Significantly Overpriced,Significantly Overpriced
Mr Crane Hotel,15363.8,10295.4,13525.4,5068.4,1838.3999999999996,32.99,11.97,Significantly Overpriced,Overpriced
Four Points By Sheraton İzmir Otel,16267.6,9938.1,16152.0,6329.5,115.60000000000036,38.91,0.71,Significantly Overpriced,Fair
Premier İnn City Hotel Lara,5600.0,10522.3,6735.5,-4922.299999999999,-1135.5,87.9,20.28,Significantly Overpriced,Significantly Overpriced
Sercan Apart Hotel,27808.0,11945.0,11985.2,15863.0,15822.8,57.04,56.9,Significantly Overpriced,Significantly Overpriced
Adalya Art Side Hotel,18017.2,14372.3,24384.4,3644.9000000000015,-6367.200000000001,20.23,35.34,Significantly Overpriced,Significantly Overpriced
Falcon Hotel,22272.0,14288.3,22556.3,7983.700000000001,-284.2999999999993,35.85,1.28,Significantly Overpriced,Fair
Solt Suites Bodum,9246.1,11581.5,9524.7,-2335.3999999999996,-278.60000000000036,25.26,3.01,Significantly Overpriced,Fair
Selenya Butik Apart Otel,7786.2,11714.5,9511.4,-3928.3,-1725.1999999999998,50.45,22.16,Significantly Overpriced,Significantly Overpriced
Stile Suite Family Hotel,4800.0,8148.3,9248.8,-3348.3,-4448.799999999999,69.76,92.68,Significantly Overpriced,Significantly Overpriced
Hotel Berke Ranch Nature,5680.3,9958.1,8016.2,-4277.8,-2335.8999999999996,75.31,41.12,Significantly Overpriced,Significantly Overpriced
Muz Hotel,10924.2,12361.5,13855.6,-1437.2999999999993,-2931.3999999999996,13.16,26.83,Overpriced,Significantly Overpriced
Fun And Sun Smart Hane Sun,10965.6,10291.0,10327.1,674.6000000000004,638.5,6.15,5.82,Slight Overpriced,Slight Overpriced
Algora Halal Hotel,10530.0,12999.5,10497.5,-2469.5,32.5,23.45,0.31,Significantly Overpriced,Fair
Oranj Ranch Hotel,7980.0,8657.7,11168.2,-677.7000000000007,-3188.2000000000007,8.49,39.95,Slight Overpriced,Significantly Overpriced
Özcan Beach Hotel,8011.6,12808.9,8866.5,-4797.299999999999,-854.8999999999996,59.88,10.67,Significantly Overpriced,Overpriced
Nagi Beach Hotel,8840.0,12202.9,8595.1,-3362.8999999999996,244.89999999999964,38.04,2.77,Significantly Overpriced,Fair
Tebriz Apart,12000.0,11708.0,8783.3,292.0,3216.7000000000007,2.43,26.81,Fair,Significantly Overpriced
Pasaport Pier Hotel,11970.0,11861.4,10964.5,108.60000000000036,1005.5,0.91,8.4,Fair,Slight Overpriced
Şahin Apart Otel,10000.0,10670.6,9883.5,-670.6000000000004,116.5,6.71,1.16,Slight Overpriced,Fair
Sunpark Garden Hotel,12513.6,9885.6,21241.5,2628.0,-8727.9,21.0,69.75,Significantly Overpriced,Significantly Overpriced
Garden Park Beldibi Hotel,5200.0,11542.4,6822.8,-6342.4,-1622.8000000000002,121.97,31.21,Significantly Overpriced,Significantly Overpriced
Rosy Hotel,4000.0,9216.7,7340.4,-5216.700000000001,-3340.3999999999996,130.42,83.51,Significantly Overpriced,Significantly Overpriced
Club Marco Polo,33660.0,15595.4,29310.1,18064.6,4349.9000000000015,53.67,12.92,Significantly Overpriced,Overpriced
Annabella Diamond Hotel Spa,11178.0,13209.8,13528.7,-2031.7999999999993,-2350.7000000000007,18.18,21.03,Overpriced,Significantly Overpriced
Arsi Enfi City Beach Hotel,11262.2,13096.0,11427.8,-1833.7999999999993,-165.59999999999854,16.28,1.47,Overpriced,Fair
Hotel Maison Vourla,16800.0,11129.9,15161.4,5670.1,1638.6000000000004,33.75,9.75,Significantly Overpriced,Slight Overpriced
Ananas Hotel,11560.0,13840.3,12106.9,-2280.2999999999993,-546.8999999999996,19.73,4.73,Overpriced,Fair
Can Garden Beach Hotel,18626.0,13193.8,17645.9,5432.200000000001,980.0999999999985,29.16,5.26,Significantly Overpriced,Slight Overpriced
Umayra Hotel,7508.1,11417.3,15198.8,-3909.199999999999,-7690.699999999999,52.07,102.43,Significantly Overpriced,Significantly Overpriced
Anemon Çiğli Hotel,14060.0,12118.3,13649.2,1941.7000000000007,410.7999999999993,13.81,2.92,Overpriced,Fair
Arbatt Marmaris,8820.0,12402.5,8524.2,-3582.5,295.7999999999993,40.62,3.35,Significantly Overpriced,Fair
Villa Asoa,9464.2,9449.1,10645.1,15.100000000000364,-1180.8999999999996,0.16,12.48,Fair,Overpriced
Cape Bodrum Luxury Hotel Beach,46080.0,13877.5,38754.6,32202.5,7325.4000000000015,69.88,15.9,Significantly Overpriced,Overpriced
11 Oda Boutique Pension ( +12 Oteli ),25300.0,11000.1,16054.6,14299.9,9245.4,56.52,36.54,Significantly Overpriced,Significantly Overpriced
Bells Beach Hotel,6000.0,11568.0,15012.6,-5568.0,-9012.6,92.8,150.21,Significantly Overpriced,Significantly Overpriced
Santa Marina Hotel,6600.0,12125.2,7523.6,-5525.200000000001,-923.6000000000004,83.72,13.99,Significantly Overpriced,Overpriced
Begonvil Pansiyon Şirince,5287.0,11443.2,7104.1,-6156.200000000001,-1817.1000000000004,116.44,34.37,Significantly Overpriced,Significantly Overpriced
Mavi Cennet Camping Pansiyon,2800.0,12193.5,8508.6,-9393.5,-5708.6,335.48,203.88,Significantly Overpriced,Significantly Overpriced
Green Paradise Hotel,5742.8,12046.6,9098.3,-6303.8,-3355.499999999999,109.77,58.43,Significantly Overpriced,Significantly Overpriced
Beta Guesthouse,5846.4,9757.8,7052.2,-3911.3999999999996,-1205.8000000000002,66.9,20.62,Significantly Overpriced,Significantly Overpriced
Lord Hotel,10000.0,12222.9,9616.7,-2222.8999999999996,383.2999999999993,22.23,3.83,Significantly Overpriced,Fair
Hotel Pirat,8968.1,12753.1,13888.4,-3785.0,-4920.299999999999,42.21,54.86,Significantly Overpriced,Significantly Overpriced
Deruni Ilıca Otel,11600.0,9410.4,11693.5,2189.6000000000004,-93.5,18.88,0.81,Overpriced,Fair
Finike Sever Otel,3000.0,11107.2,5593.6,-8107.200000000001,-2593.6000000000004,270.24,86.45,Significantly Overpriced,Significantly Overpriced
Casablanca Beach +12,11186.0,11000.1,16054.6,185.89999999999964,-4868.6,1.66,43.52,Fair,Significantly Overpriced
Gödence Hotel Restoran,7920.0,12134.3,10985.0,-4214.299999999999,-3065.0,53.21,38.7,Significantly Overpriced,Significantly Overpriced
Hedefbeyt Hotel Resort Spa,9720.0,12372.9,10422.7,-2652.8999999999996,-702.7000000000007,27.29,7.23,Significantly Overpriced,Slight Overpriced
Hoyran Wedre Köy Evleri,19493.5,12918.3,18114.9,6575.200000000001,1378.5999999999985,33.73,7.07,Significantly Overpriced,Slight Overpriced
Khans Bb Hotel,10800.0,10291.2,9872.6,508.7999999999993,927.3999999999996,4.71,8.59,Fair,Slight Overpriced
Club Grand Side Amazon Water World,26622.9,14000.8,23666.7,12622.100000000002,2956.2000000000007,47.41,11.1,Significantly Overpriced,Overpriced
Hotel Warszawski Alaçatı,9208.0,10475.3,10540.0,-1267.2999999999993,-1332.0,13.76,14.47,Overpriced,Overpriced
Sunway Hotel Marmaris,7058.8,12138.6,8281.9,-5079.8,-1223.0999999999995,71.96,17.33,Significantly Overpriced,Overpriced
Club Beyy Resort Hotel,7660.8,11632.5,11168.4,-3971.7,-3507.5999999999995,51.84,45.79,Significantly Overpriced,Significantly Overpriced
Sava Hotel,6356.7,11346.5,7658.0,-4989.8,-1301.3000000000002,78.5,20.47,Significantly Overpriced,Significantly Overpriced
Tourist Hotel,6479.7,11232.9,7320.9,-4753.2,-841.1999999999998,73.36,12.98,Significantly Overpriced,Overpriced
Merhaba Pansiyon,4800.0,10394.8,6935.9,-5594.799999999999,-2135.8999999999996,116.56,44.5,Significantly Overpriced,Significantly Overpriced
Halikarnas Pansiyon,6400.0,10654.1,9817.1,-4254.1,-3417.1000000000004,66.47,53.39,Significantly Overpriced,Significantly Overpriced
Mystic Konak,6000.0,11714.8,9122.9,-5714.799999999999,-3122.8999999999996,95.25,52.05,Significantly Overpriced,Significantly Overpriced
Hera Hotel Kaş,10800.0,14640.8,13588.1,-3840.7999999999993,-2788.1000000000004,35.56,25.82,Significantly Overpriced,Significantly Overpriced
Club Sun Heaven Family Hotel,12542.4,12675.4,12921.9,-133.0,-379.5,1.06,3.03,Fair,Fair
Olimpos Vadi Otel,12000.0,9150.7,12565.6,2849.2999999999993,-565.6000000000004,23.74,4.71,Significantly Overpriced,Fair
Alaroof Butik Otel,16000.0,8864.6,10496.5,7135.4,5503.5,44.6,34.4,Significantly Overpriced,Significantly Overpriced
Vesta Fuar Hotel,6000.0,11965.9,7905.6,-5965.9,-1905.6000000000004,99.43,31.76,Significantly Overpriced,Significantly Overpriced
Valeri Beach Hotel,13872.3,12868.5,14243.3,1003.7999999999993,-371.0,7.24,2.67,Slight Overpriced,Fair
Titan House Hostel,1400.0,11000.1,16054.6,-9600.1,-14654.6,685.72,1046.76,Significantly Overpriced,Significantly Overpriced
Vesta Liman Otel,6000.0,11725.2,10561.5,-5725.200000000001,-4561.5,95.42,76.02,Significantly Overpriced,Significantly Overpriced
Huma Elit Hotel Lara,10000.0,8044.4,9770.9,1955.6000000000004,229.10000000000036,19.56,2.29,Overpriced,Fair
Örsmaris Boutique Hotel,7933.3,12925.6,8628.5,-4992.3,-695.1999999999998,62.93,8.76,Significantly Overpriced,Slight Overpriced
Sheriff Pansiyon,7200.0,10442.8,8953.4,-3242.7999999999993,-1753.3999999999996,45.04,24.35,Significantly Overpriced,Significantly Overpriced
Cornelia Diamond Golf Resort Spa,17544.0,14002.7,21183.1,3541.2999999999993,-3639.0999999999985,20.19,20.74,Significantly Overpriced,Significantly Overpriced
Hotel Babaylon,16380.0,13569.8,15068.0,2810.2000000000007,1312.0,17.16,8.01,Overpriced,Slight Overpriced
Kaş Olympos Mocamp,9746.9,12321.3,9122.6,-2574.3999999999996,624.2999999999993,26.41,6.41,Significantly Overpriced,Slight Overpriced
Kadirs Tree Houses,10800.0,9488.7,9818.2,1311.2999999999993,981.7999999999993,12.14,9.09,Overpriced,Slight Overpriced
Amos Hotel,8342.4,12678.6,8531.0,-4336.200000000001,-188.60000000000036,51.98,2.26,Significantly Overpriced,Fair
Yalıhan Aspendos Hotel,16495.2,14060.6,14693.4,2434.6000000000004,1801.800000000001,14.76,10.92,Overpriced,Overpriced
Exporoyal Hotel,3153.4,7685.0,4973.2,-4531.6,-1819.7999999999997,143.71,57.71,Significantly Overpriced,Significantly Overpriced
Hotel Bleu Nuit,7770.0,11628.3,11247.0,-3858.2999999999993,-3477.0,49.66,44.75,Significantly Overpriced,Significantly Overpriced
Tuthaliya Boutique Hotel,7200.0,8606.2,9765.2,-1406.2000000000007,-2565.2000000000007,19.53,35.63,Overpriced,Significantly Overpriced
Kemer Manastır Hotel,10000.0,10475.3,10540.0,-475.2999999999993,-540.0,4.75,5.4,Fair,Slight Overpriced
Yalıyanı Pansiyon,6400.0,11216.5,10835.2,-4816.5,-4435.200000000001,75.26,69.3,Significantly Overpriced,Significantly Overpriced
Akkan Beach Hotel,10033.9,11920.8,10415.6,-1886.8999999999996,-381.7000000000007,18.81,3.8,Overpriced,Fair
Alaçatı Gerence Hotel By Lamira,6300.0,10475.3,10540.0,-4175.299999999999,-4240.0,66.27,67.3,Significantly Overpriced,Significantly Overpriced
Casa Dell’arte Hotel Of Arts Leisure,20647.4,11000.1,16054.6,9647.300000000001,4592.800000000001,46.72,22.24,Significantly Overpriced,Significantly Overpriced
Hotel Sun Fire Beach,14696.5,13472.4,14362.7,1224.1000000000004,333.7999999999993,8.33,2.27,Slight Overpriced,Fair
Delta Hotels By Marriott Bodrum,16320.0,14110.3,17055.6,2209.7000000000007,-735.5999999999985,13.54,4.51,Overpriced,Fair
