id,otel_id,otel_ad,yorum,opion,score
828,20,Crystal Admiral Resort Suites Spa,temizlik ve hijenik olmamasi,olumsuz,0.9480970501899719
829,20,Crystal Admiral Resort Suites Spa,"Kaldiginiz surece kesinlikle ac kalmazsiniz. Her damak tadina uyacak herseyi bulabilirsiniz. Cocuklar yaptiklari surprizlere bayildi. (Patlamis misir , elma sekeri , lolipop vb. ) Ve bayram sabahi restaurantin girisinde bizi bekleyen  sekerler , cikolatalar ve baklavalarda biz buyukleri mest etti. Ve tabiki konserlerve gosteriler. Hersey icin cok tesekkur ederiz. Paraniz katlanarak artsin ki bize makul fiyatlarla guzel tatiller yasatabilin . Sevgiler…",olumlu,0.8861647844314575
830,20,Crystal Admiral Resort Suites Spa,"Havuz katindaki wc lerin temizligine dikkat edilmemesi, havuzlarin basinda derdimizi anlatabilecegimiz bir gorevlinin olmamasi ( bazi turist cocuklar havuza kahve , mesrubat dokuyordu ama onlari uyarabilecek bir muhatap aradik bulamadik ) 1-2 gorevli surekli denetlemeli. Ve havuz bolumunde kirilan fayanslarin yerine putursuz duz fayanslar koyulmus ve insanlar surekli dusuyordu. Hatta bir kadin kucagindaki bebegiyle dustu ve bebek kafasini yere vurdu.Bunun icin mutlaka o fayanslar tadilat doneminde degistirilmeli yoksa gercekten basiniza is alabilirsiniz malesef.",olumsuz,0.9793274402618408
831,20,Crystal Admiral Resort Suites Spa,"Fiyat performans oteli , personel ari gibi",olumlu,0.9219603538513184
832,20,Crystal Admiral Resort Suites Spa,Animatorler harika. Yemekler cok iyi,olumlu,0.9814918637275696
833,178,Sunrise Queen Luxury Resort Spa,Kat gorevlisi Aysegul Acar hanima 10 uzerinden 11 veriyoruz herhangi odamizi cicek gibi yapti ve ufak suprizlerle. Yemekleri cok iyi lezzetli ve her gun farkli idi ama tatlilar vasat goruntu muhtesem ama lezzet yok. Calisanlar genel anlamda guleryuzle ve ozenle,olumlu,0.9068138003349304
834,178,Sunrise Queen Luxury Resort Spa,Cok az havuz kapasiteye gore Animasyon kotu Cocuklar icin ozel etkinlik yok,olumsuz,0.9887247085571289
835,81,Holiday Park Resort Hotel,Otel her anlamada cok iyidir. Esim ben ve iki cocugumla kaldik ve cok rahat ettik. Gerek havuz gerek deniz gerekse havuz aktiviteleri cok yogun ve eglenceliydi.Her gece ayri bir eglence programi vardi.,olumlu,0.9902735352516174
836,81,Holiday Park Resort Hotel,Sadece alakart  yeri cok gurultuluydu oda konumu geregi anfiye cok yakin olmasindan kaynakli bence.,olumsuz,0.8076467514038086
837,81,Holiday Park Resort Hotel,Sadece bina ve konum olarak guzeldi,olumlu,0.9971921443939209
838,81,Holiday Park Resort Hotel,"Herseyde ama herseyde(dondurmadan, her yemek cesidine) sira bekledik yemekler  cok kotuydu,surekli tavuk ve hindi cikiyordu kirmizi et neredeyse hic yoktu dusunun adamlar kuru fasulye yapmis tavuklu",olumsuz,0.9859663844108582
839,52,Orange County Kemer,Aile oteli degil. Reataurant kapasitesi yetersiz. Yemek kalitesi kotu. Hijyen kotu Sitelerde cizdigi profilden cok uzak 24 saat dayanabildik,olumsuz,0.9977315664291382
840,52,Orange County Kemer,"Gece eglenceleri, yemek ve icecek kalitesi, ozellikle icecek kalitesi",olumlu,0.8513978123664856
843,52,Orange County Kemer,KONUM OLARAK GUZELDI.  OTELIN YAPISI BIR AMSTERDAM SOKAGINI ANIMSATIYORDU.  KAYDIRAKLI COCUK HAVUZLARI MUKEMMELDI. GUZELDI GUNBOYU ANIMASYON GUZELDI. AKSAM GOSTERILERI VE SHOVLARI MUKEMMELDI.,olumlu,0.9947211742401123
844,52,Orange County Kemer,ISLAK MALZEMELERI ASMAK ICIN ODADA YER YOKTU.  MINI BUZDOLABI SU AKITIYORDU. 3 KEZ ARAMAMIZA RAGMEN TEKNIK DEN GELEN OLMADI.  BIR GECE BADIGART DEHSETI YASADIK. YABANCI MISAFIRLER OLDURESIYE DOVULDU.,olumsuz,0.8169738054275513
845,45,Luna Blanca Resort Spa,Herseyiyle harika bir deneyim oldu.Herkese tesekkurler.,olumlu,0.9863719940185547
846,45,Luna Blanca Resort Spa,"Otel balkonlarinin asiri gunes almasi,balkonlardaki camasir kurutmaliklarinin cok kucuk olmasi.cocuklu aileler icin camasir kurutmada ciddi sorunlar oluyor.",olumsuz,0.8730985522270203
847,45,Luna Blanca Resort Spa,Temiz ve  guzel otel.Guvenlik personeli disinda  personeli guleryuzlu .Yemekleri guzel ve lezzetli. Aranilan her sey var,olumlu,0.9726956486701965
848,45,Luna Blanca Resort Spa,"Guvenlik sefi ve muduru sikintili. Davranislari kabaydi. Iletisimleri iyi degil,nezaket yok",olumsuz,0.8561908006668091
849,45,Luna Blanca Resort Spa,"Turk mutfagi, gozleme, bazi personelin tutumu ve davranisi,",olumlu,0.6359886527061462
850,45,Luna Blanca Resort Spa,"Cogu personelin sitemkar ve dalga gecer gibi davranisi, odadaki yatagin konforsuzlugu, havuz ve denizdeki sezlonglarin sabahtan ayrilip yer kalmamasi",olumsuz,0.9367271661758423
851,45,Luna Blanca Resort Spa,Beach guzeldi personel superdi,olumlu,0.98600172996521
852,45,Luna Blanca Resort Spa,"HavuZ suyu bulanikti , rostorantta surekli masa kapma yarisi vardi ve asiri yogunluk",olumsuz,0.5084174275398254
853,21,Crystal De Luxe Resort Spa,Yeme.icme baya iyiydi,olumlu,0.9946809411048889
854,21,Crystal De Luxe Resort Spa,Denizi taslik ve oda bes gun icinde bir ere biz soyleyince temizlendi,olumlu,0.9622908234596252
855,21,Crystal De Luxe Resort Spa,"Denize yakin, personel mukemmel,  yemekleri mukemmel",olumlu,0.9840401411056519
856,21,Crystal De Luxe Resort Spa,"Aileler disinda,  bekar erkeklerde otelin acik olmasi",olumlu,0.8061898350715637
857,21,Crystal De Luxe Resort Spa,Mutfagi cok iyiydi. Imkanlari gayet yeterliydi.,olumlu,0.9949343204498291
858,21,Crystal De Luxe Resort Spa,Barlardaki personel cok asik suratliydi.,olumsuz,0.6118756532669067
859,46,Marvida Family Eco (Ex. Otium Family Eco Club),Cocuk bolumleri cok guzel. Cocuk terasindan hic ayrilmadik zaten. Cocuk havuzlari resteuranti guzel dusunulmus,olumlu,0.978018581867218
860,46,Marvida Family Eco (Ex. Otium Family Eco Club),Cocuk parkinda sicaktan cok duramadik keske uzeri golge icin kapatilsa. Birde odadaki lavaboya cozum bulunmali cocuklarin elini yikatabikecegi yakinlikta degil.,olumlu,0.6529663801193237
861,46,Marvida Family Eco (Ex. Otium Family Eco Club),Otel tam bir aile oteli cocuklar icin de cok guzel. Herseyiyle cok memnun kaldik. Yemekleri calisanlari oda temizligi otel imkanlari. Tavsiye ederim,olumlu,0.9006282091140747
862,46,Marvida Family Eco (Ex. Otium Family Eco Club),Tatlilar biraz daha iyi olabilir ozellikle serbetli tatlilar iyi degil,olumsuz,0.9820092916488647
863,46,Marvida Family Eco (Ex. Otium Family Eco Club),Personel cok Guler yuzlu Odalar ferah ve temiz Restorant ve barlar cok guzel  Plac ve deniz yeterli,olumlu,0.9873884320259094
864,46,Marvida Family Eco (Ex. Otium Family Eco Club),Cok kalabalik,olumsuz,0.8088281750679016
865,46,Marvida Family Eco (Ex. Otium Family Eco Club),"Otelde gorevli tum personel cok kibar ,caliskan ve guleryuzluydu. Cocuklu aileler icin cok guzel bir otel. Gunun her saati ikram var,yesillikler icinde ,bahce duzenlemesi cok guzel denizi cok temiz ,havuz sayisi fazla animasyonlar harika.",olumlu,0.9268146753311157
866,46,Marvida Family Eco (Ex. Otium Family Eco Club),Deniz aniden derinlesiyor ama buna ragmen temiz,olumlu,0.9811646938323975
867,214,Radisson Blu Resort Spa Cesme,Temizlik on planda Sahil deniz yakin tertemiz.,olumlu,0.9908161163330078
868,214,Radisson Blu Resort Spa Cesme,Yemekler cesitli ve lezzetli idi. Otel kullanim alanlari temiz personel guler yuzlu idi.,olumlu,0.9802161455154419
869,214,Radisson Blu Resort Spa Cesme,Extra yiyecek ve icecekler cok pahali. En azindan aksam veya aksam yemekten sonra cay ikrami olmali idi,olumlu,0.7936169505119324
870,214,Radisson Blu Resort Spa Cesme,Deniz genel konsept,olumlu,0.8995609879493713
871,214,Radisson Blu Resort Spa Cesme,"Odalar eski, resepsiyon sonuc odakli degil. Ilk yerlestirildigim odada telefonlar calismiyordu banyo kaposi kapanmiyordu. Zorla degistirdim oda yok dendi ama baska bir personel iki dakikada odayi ayarladi. Odalarda hala haliflex olmasi, banyolarin kuvetli olmasi bu fiyattaki bir otel icin dusuk performans.  Oda servisinde uc kisi kalmamiza ragmen hep iki kisilik servis verildi biz uyardik tuvalet kagidi konulmadi vs vs. ayrica bayramda hicbir etkinlik yapilmamasi dikkatimi cekti??",olumsuz,0.9934824109077454
872,214,Radisson Blu Resort Spa Cesme,"Deniz plaji,guzel yemekleri",olumlu,0.8927682638168335
873,214,Radisson Blu Resort Spa Cesme,"Fiyat biraz daha uygun olabilirdi ,ekstra yiyecekler icecekler  pahali",olumsuz,0.6066148281097412
874,214,Radisson Blu Resort Spa Cesme,"Ikinci kez aile olarak geliyoruz ve yine cok memnun kaldik. Olumsuz olarak tek soyleyebilecegim birinci sey plajin cok temiz olmamasi. Dogrudan otelle ilgili degil tabi, insanlar malesef kotu. Ama otel bence sezon baslamadan bir temizlik yapsa cok daha iyi olurdu. Ikincisi ise masa tenisi ve spor salonundaki ekipmanlarin yenilenmesi gerekiyor.  Bunlarin disinda yemekler mukemmeldi, seneye tekrar gorusmek uzere tum otel personeline cok tesekkurler.",olumsuz,0.9767331480979919
875,247,Glamour Resort Spa,genel olarak memnunuz,olumlu,0.989820659160614
876,247,Glamour Resort Spa,sadece havuz otelin buyuklugu goz onune alininca kucuk kaliyor. Birde Dede isimli personelin tavir ve  davranislari hic kabul edilebilir degildi.,olumsuz,0.9980801939964294
877,247,Glamour Resort Spa,"Temiz, ve yeni",olumlu,0.8854719996452332
878,247,Glamour Resort Spa,Yeme icme restorant,olumlu,0.766951858997345
879,247,Glamour Resort Spa,"Calisanlar guler yuzlu, ilgili, islerini severek yaptiklari belli.",olumlu,0.9957406520843506
880,247,Glamour Resort Spa,"Donus yolunda cocuklara atistirmalik olarak tost yapip bikac hamur isi almak istedim, bunun icin bir calisandan izin aldim. Cikarken sef oldugunu dusundugum kisi herkesin ortasinda bizi kuracak sekilde bunu alamayacagimizi belirtti. O aldiklarimizin maddi hicbir degeri yoktu, on saatlik yola cikmadan cocuklarima evde hazirladigim seyleri bu kez donus yolunda otelde hazirlamak durumunda idim. Sonra hazirladiklarimi birakip market alisverisi yapmak zorunda kaldim. Insanlari kirmak bu kadar basit olmamali. Ama bu munferit bir olay, tum otele mal etmek dogru degil.",olumsuz,0.9589192867279053
881,247,Glamour Resort Spa,"Denize cok uzak degil, servisi var, sahilde restorani bulunmakta. Yemek cesit ve kalitesi cok cok iyi. Calisanlar  gayet iyi, guler yuzlu, isteklerinizi hizlica yerine getirmeye cabaliyorlar.  Havuz yeterli buyuklukte.  Odalarin buyuklugu iyi, temizlik cok iyi, kullanilan malzemeler (sabun vs) kaliteli. Genel olarak fiyat/performans oteli. Gidin, pisman olmazsiniz.",olumlu,0.7539358735084534
933,217,Robinson Camyuva,"Yetiskin oteli olmasi, yemek kalitesi ve genel olarak otel konseptini olumlu buldum.",olumlu,0.9978757500648499
882,247,Glamour Resort Spa,"Denize uzakligina takilanlar olabilir,  ancak servis var ve sahilde sezlong ve bar/restoran hizmeti bulunuyor.  Bu tarihlerde cok kalabalik degildi, kalabalik olursa belki hizmet aksayabilir. Belkide aksamaz, bilmiyorum.",olumlu,0.7529565691947937
883,247,Glamour Resort Spa,Her an yemek kismi acikti sahili de guzeld,olumlu,0.9923218488693237
884,247,Glamour Resort Spa,Bir suru tatli cesiti var ama hicbiri yenecek guzellikte degil,olumsuz,0.9741467833518982
885,22,Crystal Family Resort Spa,Icecek yiyecek kalitesi aileler icin ideal genislik hersey bi arada,olumlu,0.9873315691947937
886,22,Crystal Family Resort Spa,Otel kucuk kompakt deniz canuk derinlesiyor,olumlu,0.8799521327018738
887,22,Crystal Family Resort Spa,Personel cok iyi animasyon guzel icecekler orta seviye,olumlu,0.9761690497398376
888,22,Crystal Family Resort Spa,Yemek cesitliligi ve deniz sahil,olumlu,0.6854833364486694
889,22,Crystal Family Resort Spa,"Kucuk bir otel olmasina ragmen her turlu imkaninin olmasi ve yorucu olmamasi, calisanlarin guler yuzlu olmasi, yemeklerin cesitli ve guzel olmasi",olumlu,0.9972899556159973
890,22,Crystal Family Resort Spa,Aile odasinda sadece banyonun havasiz kalmasi rahatsiz etti beni,olumsuz,0.9860742092132568
891,22,Crystal Family Resort Spa,Fiyat performans  Deniz Konumu Huzurlu,olumlu,0.9945040345191956
892,22,Crystal Family Resort Spa,Animasyon zayif,olumsuz,0.9775357842445374
893,215,Rixos Downtown Antalya,"Hizmet,yemek ,personel,yemek ve icecek kalitesi hepsi super calisanlar guler yuzlu ilgi mukemmel",olumlu,0.9954540729522705
894,215,Rixos Downtown Antalya,Odadaki yataklar bir tik bakim yapilmali,olumlu,0.5843546986579895
895,215,Rixos Downtown Antalya,Snack bar dedikleri lahmacun yapilan kisim sahaneydi. Butun tatil orda yemek yedik. Icecekler iyiydi.,olumlu,0.9960339069366455
896,215,Rixos Downtown Antalya,Hizmet yavas. Deniz sahil bolumu otele ait olan super ama suriyeli afganli bilemiyorum bizimle ayni yerde rahatsiz edecek kadar guvensiz bolum .,olumlu,0.8965027928352356
897,215,Rixos Downtown Antalya,Personel harika deniz mukemmel,olumlu,0.9814358353614807
898,215,Rixos Downtown Antalya,Cocuk havuzu icin oyun alani kaydirak v.s. Yapilabilir havuz biraz daha hareketlilik kazanmali,olumlu,0.8846510052680969
899,215,Rixos Downtown Antalya,sicakkanli personel yemekler ve sosyal olanaklar cok iyi cocuklar icin ekstra programlar yapilmasi mukemmel guler yuzlu ve mukemmel bir hizmet vardi.,olumlu,0.9923697710037231
900,215,Rixos Downtown Antalya,.olumsuz yon bulunmamakta,olumlu,0.8846410512924194
901,82,Kirbiyik Resort Hotel,Yerli turist sayisi fazla,olumlu,0.866851270198822
902,82,Kirbiyik Resort Hotel,"Plaji bakimsiz,tasli ve derin",olumlu,0.5231347680091858
903,83,Orange County Belek,bir cok yonden harika bir otel .,olumlu,0.9956641793251038
904,83,Orange County Belek,Denizi taslik ve derin otelin tek eksigi bu.,olumsuz,0.5205468535423279
905,83,Orange County Belek,Personelden otel temizliginden memnun kaldik,olumlu,0.9807727336883545
906,83,Orange County Belek,Deniz 1dk mesafede Personel ilgili,olumlu,0.9724351763725281
907,83,Orange County Belek,Havuz cevresi ve aksam gosteri alanlari yetersiz Yemek cesiti kisitli,olumsuz,0.7718249559402466
908,83,Orange County Belek,Otelde 6 gun konakladik ilk giristen cikisa kadar personelin guler yuzu ilgi alakasi cok iyiydi. Temizlik hijyen muazzam derecede iyi.Yemek.tatli ve meyveleri cok iyi. Bir dahaki sene tekrar gelmek istedigin ve yakinlarima tavsiye verebilecegim cok iyi bir otel.,olumlu,0.9724555611610413
909,83,Orange County Belek,Kucuk cocuklar  bez olmadan havuza sokulmamali buna dikkat edilmiyor…..,olumsuz,0.5790855288505554
910,23,Crystal Palace Luxury Resort Spa,Otel genel anlamda cok iyi. Hic bir yerde sira beklemiyorsunuz. Hizmet kalitesi cok iyi yemekler ozellikle kirmizi et cok cesitli fakat biraz daha lezzetli olabilir.  Garsonlar cok ilgili ellerinden geleni yapiyorlar.,olumlu,0.9898754358291626
911,23,Crystal Palace Luxury Resort Spa,Oda temizligi ve oteldeki bardaklarin hijyeni konusunda daha iyi olabilir. Kirmizi et yemekleri cok cesitli fakat tatsiz .,olumsuz,0.9787563681602478
912,23,Crystal Palace Luxury Resort Spa,"Asiri kalabalik ,denizde dip dibe idi insanlar",olumlu,0.5496033430099487
913,23,Crystal Palace Luxury Resort Spa,Denizi cok guzeldi.Oda konforlu,olumlu,0.9798206686973572
914,23,Crystal Palace Luxury Resort Spa,Aktiviteler cok azdi .Kaydiraklar 3-4 tane.Tatlilar bayat veya lezzetsizdi .,olumsuz,0.9657979607582092
915,23,Crystal Palace Luxury Resort Spa,Plaj konum,olumlu,0.9295123815536499
916,23,Crystal Palace Luxury Resort Spa,Yeme icme berbat birde restorani ayirmislar yetiskin bolumu iyi oturur oturmaz bir gorevli sisinle ilgileniyor cocuklu bolum tam bi rezalet personel elinden geleni yapiyor ama yetersiz ve cogu acemi animasyon yok gibi otel alani dar iki gun sora sikiliyorsun vs vs,olumsuz,0.9978691935539246
917,23,Crystal Palace Luxury Resort Spa,plas havlulari odalar da bulunmasi ve gun icinde spa dan degisikligi yapilmasi,olumlu,0.9451929926872253
918,23,Crystal Palace Luxury Resort Spa,BENIM ICIN TEK ozlem GECE 02 ye kadar acik olan barda muzik calinmamasi.,olumsuz,0.5100895762443542
919,140,Club Hotel Barbarossa Kas,"Otel essiz konumda, odalar manzarali ve gunluk temizleniyor. Personel ilgili ve saygili",olumlu,0.9880542755126953
920,140,Club Hotel Barbarossa Kas,Personel cok ilgili ve guler yuzlu.,olumlu,0.9843613505363464
921,140,Club Hotel Barbarossa Kas,Oda girdigimizde temizdi ancak kaldigimiz 3 gun boyunca house keeping talep etmemize ragmen ugramadi.,olumsuz,0.7111515998840332
922,99,Lonicera Premium Hotel,Deniz havuz aquapark icecekler,olumlu,0.6529725790023804
923,99,Lonicera Premium Hotel,Yemek kalitesi ve yatak konforu,olumlu,0.934394359588623
924,99,Lonicera Premium Hotel,Denizi cok pisti diger hizmetleri guzeldi bikac sey haricinde,olumlu,0.935571014881134
925,99,Lonicera Premium Hotel,Pitpit Misirin ucretli satilmasi gereksiz.        Deniz cok pis,olumsuz,0.9954941272735596
926,216,Robinson Club Pamfilya,"Temizlik,denizinin kum olmasi,personel guler yuzlu ve islerini severek yapiyor olmasi,yemekler ve cesitliligi,ortak alan temizligi,etkinlikler,sakin ve aile oteli olmasi.",olumlu,0.9970731139183044
927,216,Robinson Club Pamfilya,Karsilama ve ugurlama yetersiz ve gecikmeliydi.,olumsuz,0.9292876124382019
928,216,Robinson Club Pamfilya,"Otel kesinlikle fotograflardakinden cok daha guzeldi,sahili mukemmel denizi cok temizdi odalar ferah ve rahatti,nerdeyse 10 tane tenis kortunun olmasi bizim icin oldukca keyifli oldu, tenis kortlariyla ilgilenen Gunes hoca bize birkac tavsiye verdi kendisi cok ilgiliydi, yemekler oldukca cesitli ve lezzetliydi oldukca ust kalite bir tatil gecirdik, bayram dolayisiyla mi bilmiyoruz ama bahcede barbeku keyfi bile yaptik calisanlar cok guleryuzluydu beklentimizin cok cok ustundeydi her sey kesinlikle tavsiye edilir",olumlu,0.9870219230651855
929,142,Ege Tulip Cesme Deluxe Hotel,Guller yuzlu ilgilenen calisanlar,olumlu,0.6798950433731079
930,142,Ege Tulip Cesme Deluxe Hotel,Odada fon makinesi bozuktu,olumsuz,0.900090217590332
931,217,Robinson Camyuva,"Denizi,dogayla ic ice olmasi ,eglencesi ,personel yaklasimi",olumlu,0.961758017539978
932,217,Robinson Camyuva,Odalarda wc'de taharet muslugu cok guduk eksiklik.,olumsuz,0.8309529423713684
934,217,Robinson Camyuva,Genel faliyetlerin alman vatandaslarina yonelik olmasi.,olumlu,0.8863428831100464
935,217,Robinson Camyuva,"Her ogun yemek salonunda sizi sasirtacak surprizler sizi bekliyor. Sushi dahil servis edildi.  Sikma havuc, elma, portakal sulari taze meyvelerden yapilmis smoothieler her sabah kahvaltida hazirdi. Otel dolu olmasina ragmen hicbir sekilde kaotik bir ortam yoktu, sezlonglar yeterli sayidaydi.  Odalar temiz ve her zaman serindi.",olumlu,0.9746888875961304
936,217,Robinson Camyuva,"Tek bir olumsuz sey soyleyebilecegim, caylar biraz daha iyi olsa kahvaltilarin keyfi bir kat daha artardi.",olumsuz,0.9941784739494324
937,217,Robinson Camyuva,deniz tarafi iyi odalar buyuk ve rahat yemeklerde iyi,olumlu,0.9965234994888306
938,217,Robinson Camyuva,odalar cok karanlik tuvalette taharet muslugu yok yemek masalari 8 li hic tanimadigin kisilerle yemek yerken kucuk tartismalar cikiyor,olumlu,0.8460544347763062
939,24,Crystal Prestige Elite,Temizlik guzel personel ilgili,olumlu,0.994245707988739
940,24,Crystal Prestige Elite,Olumsuz yonunu goremedim..,olumsuz,0.706427812576294
941,24,Crystal Prestige Elite,Otelin alani cok genis. Adim basi yeme icme mekani var ve yemekler oldukca lezzetli. Otel yesillikler icerisinde yer aliyor. Odalari gayet buyuk ve konforlu. Banyosu yeni ve temiz. Oda temizligi guzel yapiliyor. Alacart restoranlarda Italyan restorani denedik cok begendik. Denizi guzel ama cok da temiz degildi ilerlemek gerekiyor temiz olmasi icin. Deniz birden derinlesiyor. Aqua parki cok guzel. Denize sifir olarak gecmiyor ama aslinda denize sifir gibi cok cok yakin. Shuttle ile 1 dk surmeden plajdasiniz.,olumlu,0.9416049718856812
942,24,Crystal Prestige Elite,Odalar guzel genis ama biz cocuklu aile oldugumuzu soyledik buna ragmen otelin en son koridorunda bir oda verilmisti. Restorana havuzlara ve diger ortak kullanim alanlarina gitmek icin epeyce yol yuruduk otel cok buyuk oldugundan. Eger tatilsepeti yetkilisi bizimle ilgilenmis olsa en basta buna uygun bir oda verilirdi.,olumlu,0.9467222690582275
943,24,Crystal Prestige Elite,Calisanlar cok guler yuzlu  ozellikte 4 temmuzda alakart restaurantaki meyhane alakartina bayildim sahane cok guzel,olumlu,0.9973449110984802
944,24,Crystal Prestige Elite,Odalardan ulasim bicimsiz,olumsuz,0.9133276343345642
945,24,Crystal Prestige Elite,7/24 yemek hizmeti,olumlu,0.7515500783920288
946,24,Crystal Prestige Elite,Waffle ikram suresi uzatilabilir,olumlu,0.7742367386817932
947,24,Crystal Prestige Elite,Guler yuz hacuzlar odalar mukemmel,olumlu,0.9967193603515625
948,24,Crystal Prestige Elite,Sifir olumsuzlluk,olumsuz,0.9960724115371704
949,24,Crystal Prestige Elite,"otel genel anlamda cok iyi. havuzu temiz, odalarda ayni sekilde. yemekler lezzetli.",olumlu,0.9804791808128357
950,24,Crystal Prestige Elite,"personeller cok alakasiz bahsis pesinde cogu. Parayi veren musteriler tatil boyunca etrafinda hizmet ediliyor. Tabi bu bazi bolumlerde haricinde. Odalardaki TV'ler cok kotu ve eski ve cogu kanal cekmiyor, kendi bilgisayarimdan izledim TV'yi. Spa da masaj yaptirdim cok kotu bir masajdi verilen paraya yazik.",olumsuz,0.9413174390792847
951,24,Crystal Prestige Elite,"All the workers there, without exception, were cheerful and helpful. The beach is wonderful, there are many different swimming pools, and families can go to a secluded place and enjoy privacy.",olumlu,0.7688966989517212
952,24,Crystal Prestige Elite,We did not face any negative situation,olumlu,0.9923005700111389
953,24,Crystal Prestige Elite,Genel anlamda memnun kaldik,olumlu,0.9283024072647095
954,24,Crystal Prestige Elite,"animasyon ekibi ,yemekler lezzetli ,  odalar  temiz konforlu, denizi guzel.",olumlu,0.9825228452682495
955,24,Crystal Prestige Elite,"alkoller basarisiz, her havuzda cocuk olmamali, sezlonglar eski, barmenlerin tavirlari  denetlenmeli.",olumsuz,0.9855611324310303
956,24,Crystal Prestige Elite,Gercekten mukemmel bir tatil gecirdim yeme icme hizmet temizlik animasyon eglence cok tesekkur ederim 2024 de gorusmek uzere ??,olumlu,0.8892900347709656
957,24,Crystal Prestige Elite,"aquapark, denize devamli yapilan shuttle servis",olumlu,0.6488486528396606
958,24,Crystal Prestige Elite,"denize giris tasli ve iskele yok, deniz cok berrak degil",olumsuz,0.5614780187606812
959,24,Crystal Prestige Elite,Cocuk havuzlari etkinlikleri deniz kenarindaki havuz guzeldi oteli aratmadi hatta otelin oradada olmali,olumlu,0.957069456577301
960,24,Crystal Prestige Elite,Saat 11 gurultu olmamali bence cocuklar uyuyamiyor Cocuk havuzu yiyecek icecek yoktu cocuklar yalniz birakmak zorunda kaldik otel mi cok eski yoksa koltuk lar mi cok eski anlamadik,olumsuz,0.9289475083351135
961,24,Crystal Prestige Elite,"KONUMU, CALISANLARIN ILGI ALAKASI, YEMEKLERIN CESITLILIGI VE KALITESI",olumlu,0.715701162815094
962,24,Crystal Prestige Elite,DENIZ SABAHLARI COK GUZEL OLUYOR FAKAT  DENIZIN DERIN VE CAKILLI OLMASI  EN YUZMEYI IYI BILMIYENLER ICIN OLUMSUZ YON . BIZ GIDERKEN BILGIMIZ OLDUGUNDAN DENIZ ICIN AYAKKABILARLA HAZIRLIYDIK.,olumlu,0.8795562982559204
963,24,Crystal Prestige Elite,Her yonuyle memnu kaldigimiz bir oteldi.,olumlu,0.9921166896820068
964,24,Crystal Prestige Elite,Olumsuz yon bulamadik,olumlu,0.9563562870025635
965,24,Crystal Prestige Elite,Ultra her sey dahil konseptini cok iyi yansitmis bir tesis. Personeli genel olarak cok iyi. Ilgi ve alaka cok yuksek duzeyde Konfor cok yuksek duzeyde Imkanlari cok genis,olumlu,0.998096227645874
966,24,Crystal Prestige Elite,Eglence daha iyi gosteriler ve animator takimi olabilir bas animator haric Yemek kalitesi arttirilabilir,olumlu,0.9634761214256287
967,24,Crystal Prestige Elite,Resepsiyondaki personel cok agresif insani azarliyorlar resmen. Odalar cok eski klimalar surekli bozuluyor. Havuzlar cok pis yemek kalitesi cok dusuk ve cesit hep ayni farkli bir yemek bir hafta boyunca goremedik.,olumsuz,0.9966861605644226
968,24,Crystal Prestige Elite,"Havuz,klima ,bar personelleri basarili",olumlu,0.9937986731529236
969,24,Crystal Prestige Elite,"Yemek cesidi,oda temizligi,",olumlu,0.6804949641227722
970,24,Crystal Prestige Elite,Deniz urunleri a la carte Animasyonlar,olumlu,0.69651198387146
971,24,Crystal Prestige Elite,Hijyen Yemekler,olumlu,0.9407340288162231
972,24,Crystal Prestige Elite,Havuz deniz,olumlu,0.7907406091690063
973,24,Crystal Prestige Elite,"Alacarte restoranlarin yetersizligi,sira olmamasi, acik bufe de daha taze yemekler olabilir di",olumsuz,0.8114237785339355
974,24,Crystal Prestige Elite,Cocuk dostu guzel aqua park oda temizlikleri guzel eglence guzel bir aile oteli,olumlu,0.9675329327583313
975,24,Crystal Prestige Elite,Fiyat yuksek biraz,olumsuz,0.6025365591049194
1012,48,Meryan Beach Hotel Spa,Otelin gece aktivitelerinde Turk misafir olarak fazla keyif alamadik hep yabancilara yonelik sarkilar eglenceler vs duzenlenmisti onun disinda guzeldi,olumlu,0.9701734781265259
1013,48,Meryan Beach Hotel Spa,Merkezi Hersey birbirine yakin Temizlik iyi Yemekler lezzetli Animatorler rahatsiz etmiyor Odalar yeterli Yeme icme alternatifleri yeterli,olumlu,0.9764697551727295
1014,48,Meryan Beach Hotel Spa,Sorun yok bence :),olumlu,0.9490435123443604
1015,48,Meryan Beach Hotel Spa,Personelin samimiyeti ilhisi alakasi mukemmel. Havuz cok temiz. Yemekler lezzetli. Odalar temiz. Pryzaj harika.,olumlu,0.9895387291908264
1016,48,Meryan Beach Hotel Spa,Animasyon cok yetersiz. Etli yemekler cok sinirli.,olumsuz,0.9956618547439575
